,time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
942,2020-06-14,9479.56,9251.02,9474.65,19334.41,181308843.48,9333.7,direct,
943,2020-06-15,9498.69,8909.5,9333.7,66872.84,616170633.01,9429.65,direct,
944,2020-06-16,9585.17,9383.33,9429.65,39887.07,378768702.55,9526.7,direct,
945,2020-06-17,9550.06,9243.06,9526.7,34516.51,325191529.46,9459.13,direct,
946,2020-06-18,9480.04,9276.18,9459.13,25143.4,236301644.47,9380.67,direct,
947,2020-06-19,9419.99,9239.58,9380.67,31669.73,295439171.8,9301.83,direct,
948,2020-06-20,9394.04,9179.1,9301.83,19608.75,182464228.19,9359.18,direct,
949,2020-06-21,9418.22,9282.53,9359.18,13199.69,123480945.26,9292.81,direct,
950,2020-06-22,9774.79,9283.26,9292.81,41271.48,393567343.68,9691.61,direct,
951,2020-06-23,9720.11,9580.47,9691.61,30724.93,296221140.11,9624.3,direct,
952,2020-06-24,9664.38,9206.05,9624.3,49186.2,461570781.81,9292.94,direct,
953,2020-06-25,9335.65,9000.53,9292.94,47297.43,435446758.27,9241.32,direct,
954,2020-06-26,9289.32,9041.42,9241.32,40519.91,371373315.29,9158.07,direct,
955,2020-06-27,9190.27,8867.34,9158.07,28152.32,254990739.33,9007.14,direct,
956,2020-06-28,9189.74,8946.05,9007.14,19775.94,179558602.81,9120.39,direct,
957,2020-06-29,9234.33,9026.42,9120.39,31119.19,283764928.26,9187.07,direct,
958,2020-06-30,9200.99,9068.77,9187.07,23376.63,213905502.74,9136.47,direct,
959,2020-07-01,9299.67,9097.33,9136.47,29846.4,274835041.39,9238.89,direct,
960,2020-07-02,9267.84,8954.67,9238.89,37657.49,343433369.43,9092.8,direct,
961,2020-07-03,9127.05,9047.38,9092.8,21807.46,198428092.21,9066.46,direct,
962,2020-07-04,9195.91,9052.4,9066.46,16185.04,147598290.89,9142.2,direct,
963,2020-07-05,9152.87,8935.9,9142.2,17548.22,159006413.09,9081.44,direct,
964,2020-07-06,9372.09,9067.64,9081.44,36844.23,340664721.17,9347.05,direct,
965,2020-07-07,9378.69,9208.31,9347.05,25836.94,239497399.36,9257.32,direct,
966,2020-07-08,9471.65,9236.9,9257.32,37422.23,350318105.76,9439.2,direct,
967,2020-07-09,9441.67,9171.37,9439.2,30177.18,280648694.08,9238.95,direct,
968,2020-07-10,9317.31,9128.71,9238.95,24422.31,224680670.05,9288.57,direct,
969,2020-07-11,9302.22,9188.13,9288.57,11785.42,108899834.63,9237.13,direct,
970,2020-07-12,9339.99,9169.13,9237.13,16385.5,151649367.79,9300.95,direct,
971,2020-07-13,9336.42,9201.18,9300.95,25872.33,240081841.21,9237.89,direct,
972,2020-07-14,9279.57,9109.7,9237.89,25865.27,238308476.7,9256.07,direct,
973,2020-07-15,9272.57,9160.89,9256.07,23480.12,216386874.26,9193.22,direct,
974,2020-07-16,9216.53,9029.17,9193.22,27882.77,254255550.28,9133.23,direct,
975,2020-07-17,9183.08,9080.61,9133.23,20542.6,187710134.42,9156.79,direct,
976,2020-07-18,9205.94,9125.92,9156.79,11952.82,109563331.59,9177.22,direct,
977,2020-07-19,9238.3,9113.41,9177.22,12797.83,117297958.15,9216.02,direct,
978,2020-07-20,9224.76,9136.9,9216.02,18729.9,171877002.63,9164.42,direct,
979,2020-07-21,9435.55,9162.25,9164.42,34505.35,337645738.93,9392.83,direct,
980,2020-07-22,9551.87,9289.85,9392.83,29959.04,281661129.12,9537.24,direct,
981,2020-07-23,9675.5,9458.25,9537.24,43462.72,415079930.39,9615.21,direct,
982,2020-07-24,9647.83,9477.19,9615.21,33810.92,323092524.09,9550.23,direct,
983,2020-07-25,9744.72,9536.76,9550.23,24211.0,233301043.7,9708.41,direct,
984,2020-07-26,10140.55,9659.08,9708.41,42161.94,417337407.31,9942.01,direct,
985,2020-07-27,11397.48,9935.51,9942.01,128836.3,1363674374.42,11042.94,direct,
986,2020-07-28,11253.39,10590.98,11042.94,85478.78,938667838.04,10933.26,direct,
987,2020-07-29,11348.53,10854.04,10933.26,61949.48,689206497.21,11112.04,direct,
988,2020-07-30,11182.76,10875.14,11112.04,45655.22,503563543.58,11113.66,direct,
989,2020-07-31,11454.11,10981.87,11113.66,54108.77,608151203.91,11352.72,direct,
990,2020-08-01,11874.77,11240.98,11352.72,63746.48,741252933.72,11812.42,direct,
991,2020-08-02,12106.89,10694.22,11812.42,63507.01,721639453.44,11063.5,direct,
992,2020-08-03,11476.29,10945.66,11063.5,42060.85,473995003.36,11234.73,direct,
993,2020-08-04,11415.16,11021.07,11234.73,35052.44,393301819.23,11194.18,direct,
994,2020-08-05,11791.62,11095.47,11194.18,48146.58,555395574.17,11752.05,direct,
995,2020-08-06,11909.81,11577.8,11752.05,49916.86,587033759.68,11771.27,direct,
996,2020-08-07,11912.62,11350.42,11771.27,55865.16,651142052.53,11603.82,direct,
997,2020-08-08,11811.4,11534.87,11603.82,23238.62,271582305.12,11770.77,direct,
998,2020-08-09,11802.93,11533.93,11770.77,19874.64,231830330.42,11686.34,direct,
999,2020-08-10,12074.31,11640.41,11686.34,56105.27,667803525.71,11897.41,direct,
1000,2020-08-11,11940.4,11138.6,11897.41,62677.5,724227264.93,11389.01,direct,
1001,2020-08-12,11621.05,11182.8,11389.01,37568.86,430758054.54,11570.19,direct,
1002,2020-08-13,11795.34,11284.57,11570.19,42205.26,487564726.98,11790.68,direct,
1003,2020-08-14,11863.43,11657.2,11790.68,37248.83,437825096.08,11774.52,direct,
1004,2020-08-15,11981.62,11697.88,11774.52,31094.75,369258184.57,11860.91,direct,
1005,2020-08-16,11934.96,11701.22,11860.91,22029.01,260716863.02,11917.97,direct,
1006,2020-08-17,12474.73,11775.66,11917.97,56064.01,682170133.05,12301.19,direct,
1007,2020-08-18,12397.4,11855.24,12301.19,49904.68,604246043.52,11956.69,direct,
1008,2020-08-19,12021.8,11592.2,11956.69,50094.06,590122894.96,11760.37,direct,
1009,2020-08-20,11888.72,11679.03,11760.37,43209.58,510502416.84,11863.43,direct,
1010,2020-08-21,11882.67,11494.52,11863.43,63548.27,745059089.73,11527.35,direct,
1011,2020-08-22,11686.02,11379.06,11527.35,49538.11,572197825.57,11670.42,direct,
1012,2020-08-23,11713.62,11521.6,11670.42,33405.25,388308826.36,11651.52,direct,
1013,2020-08-24,11827.45,11594.64,11651.52,39119.97,459366140.6,11756.4,direct,
1014,2020-08-25,11767.64,11130.36,11756.4,50836.08,583786229.48,11330.56,direct,
1015,2020-08-26,11542.65,11259.23,11330.56,27168.29,309986442.65,11466.89,direct,
1016,2020-08-27,11591.64,11135.52,11466.89,40978.91,464957172.93,11331.02,direct,
1017,2020-08-28,11553.81,11289.07,11331.02,30815.36,353027933.9,11535.21,direct,
1018,2020-08-29,11585.98,11433.8,11535.21,16305.87,187746012.8,11480.48,direct,
1019,2020-08-30,11718.98,11470.07,11480.48,16398.78,190649396.2,11716.54,direct,
1020,2020-08-31,11775.27,11586.36,11716.54,26331.03,307926585.75,11657.81,direct,
1021,2020-09-01,12062.06,11540.42,11657.81,45202.86,537292263.85,11926.69,direct,
1022,2020-09-02,11954.28,11219.19,11926.69,53717.87,618129314.2,11397.9,direct,
1023,2020-09-03,11469.2,10017.43,11397.9,82662.97,894736678.62,10174.62,direct,
1024,2020-09-04,10638.71,10020.02,10174.62,54204.6,562742223.01,10467.33,direct,
1025,2020-09-05,10570.95,9880.05,10467.33,60292.64,614402772.13,10167.97,direct,
1026,2020-09-06,10361.12,10019.56,10167.97,29450.0,300644746.65,10260.37,direct,
1027,2020-09-07,10411.92,9893.68,10260.37,41648.61,422137373.09,10379.08,direct,
1028,2020-09-08,10443.72,9855.68,10379.08,54770.65,553186747.41,10128.54,direct,
1029,2020-09-09,10349.09,9989.63,10128.54,33984.18,346738492.44,10228.85,direct,
1030,2020-09-10,10493.32,10221.37,10228.85,43679.85,452098495.16,10345.68,direct,
1031,2020-09-11,10412.6,10215.49,10345.68,25800.65,266084892.24,10398.5,direct,
1032,2020-09-12,10486.76,10282.43,10398.5,17704.47,184001054.5,10448.0,direct,
1033,2020-09-13,10578.97,10224.4,10448.0,28905.77,299956975.1,10332.36,direct,
1034,2020-09-14,10753.33,10259.62,10332.36,34032.31,359274837.28,10678.31,direct,
1035,2020-09-15,10936.89,10632.26,10678.31,34224.45,369481767.48,10786.7,direct,
1036,2020-09-16,11094.7,10670.02,10786.7,34093.35,372894154.99,10957.1,direct,
1037,2020-09-17,11047.25,10755.99,10957.1,26980.75,293584349.54,10945.14,direct,
1038,2020-09-18,11040.66,10823.93,10945.14,22774.38,248821618.73,10937.89,direct,
1039,2020-09-19,11173.88,10898.63,10937.89,17491.35,193207449.76,11083.61,direct,
1040,2020-09-20,11083.9,10775.23,11083.61,21791.13,237773866.86,10921.85,direct,
1041,2020-09-21,10992.25,10319.73,10921.85,44906.88,473754186.1,10418.14,direct,
1042,2020-09-22,10576.92,10365.99,10418.14,28764.85,301280976.85,10534.73,direct,
1043,2020-09-23,10546.48,10166.62,10534.73,26680.48,277589382.46,10238.09,direct,
1044,2020-09-24,10792.17,10213.75,10238.09,29020.54,304956298.0,10742.98,direct,
1045,2020-09-25,10762.38,10562.14,10742.98,33843.79,360929423.35,10694.12,direct,
1046,2020-09-26,10822.99,10658.15,10694.12,13794.51,148097714.06,10734.23,direct,
1047,2020-09-27,10810.35,10612.42,10734.23,13820.35,148127427.26,10781.47,direct,
1048,2020-09-28,10951.6,10649.18,10781.47,32269.15,350615325.76,10699.0,direct,
1049,2020-09-29,10863.02,10641.03,10699.0,31167.43,334584439.48,10841.29,direct,
1050,2020-09-30,10850.12,10666.17,10841.29,29556.58,317604086.65,10779.42,direct,
1051,2020-10-01,10926.47,10454.66,10779.42,39457.33,422940486.72,10622.79,direct,
1052,2020-10-02,10668.49,10388.07,10622.79,33798.95,355424408.51,10576.64,direct,
1053,2020-10-03,10602.28,10507.49,10576.64,10469.92,110570157.37,10552.04,direct,
1054,2020-10-04,10699.94,10534.5,10552.04,10487.7,111420779.07,10675.52,direct,
1055,2020-10-05,10799.53,10627.77,10675.52,23891.17,255950434.22,10795.11,direct,
1056,2020-10-06,10801.66,10533.32,10795.11,30869.62,329346366.4,10603.9,direct,
1057,2020-10-07,10679.76,10554.41,10603.9,19601.45,208253472.75,10672.67,direct,
1058,2020-10-08,10957.42,10541.2,10672.67,39280.36,423807796.12,10929.4,direct,
1059,2020-10-09,11109.32,10839.3,10929.4,32665.61,359802403.01,11058.78,direct,
1060,2020-10-10,11485.43,11057.98,11058.78,26181.83,296925751.27,11301.57,direct,
1061,2020-10-11,11434.1,11284.09,11301.57,17795.07,202131016.49,11375.51,direct,
1062,2020-10-12,11725.28,11223.99,11375.51,41705.77,478557074.68,11539.76,direct,
1063,2020-10-13,11561.69,11314.56,11539.76,33529.75,383360256.66,11427.29,direct,
1064,2020-10-14,11550.25,11298.88,11427.29,22758.2,259711904.03,11429.3,direct,
1065,2020-10-15,11607.59,11269.05,11429.3,33044.49,377801262.9,11508.31,direct,
1066,2020-10-16,11545.35,11224.89,11508.31,29300.16,332320579.31,11326.25,direct,
1067,2020-10-17,11410.01,11270.69,11326.25,9901.25,112306061.3,11367.65,direct,
1068,2020-10-18,11513.68,11357.25,11367.65,11528.41,131886570.58,11513.33,direct,
1069,2020-10-19,11821.95,11417.11,11513.33,39224.67,456404609.75,11756.88,direct,
1070,2020-10-20,12047.73,11688.39,11756.88,48504.61,576128149.71,11921.78,direct,
1071,2020-10-21,13236.39,11900.51,11921.78,103080.18,1296152945.69,12813.11,direct,
1072,2020-10-22,13197.69,12700.74,12813.11,57124.85,739591002.3,12990.25,direct,
1073,2020-10-23,13031.82,12732.62,12990.25,32269.84,416662855.54,12937.2,direct,
1074,2020-10-24,13167.31,12886.47,12937.2,20932.05,273005904.67,13126.13,direct,
1075,2020-10-25,13346.7,12910.39,13126.13,28208.48,368884232.62,13041.21,direct,
1076,2020-10-26,13241.79,12797.05,13041.21,35322.99,460984686.3,13069.43,direct,
1077,2020-10-27,13783.14,13060.64,13069.43,44978.37,603406480.39,13646.02,direct,
1078,2020-10-28,13855.57,12906.15,13646.02,32501.89,434942187.78,13285.97,direct,
1079,2020-10-29,13643.6,12985.56,13285.97,41497.54,555737562.11,13462.18,direct,
1080,2020-10-30,13674.89,13132.53,13462.18,56364.21,756044940.71,13565.95,direct,
1081,2020-10-31,14077.8,13432.24,13565.95,43579.77,600104833.89,13803.41,direct,
1082,2020-11-01,13897.02,13630.22,13803.41,20841.63,286724152.06,13761.72,direct,
1083,2020-11-02,13828.48,13221.65,13761.72,33465.17,453096297.52,13571.24,direct,
1084,2020-11-03,14071.54,13300.84,13571.24,21969.7,300271386.78,14023.78,direct,
1085,2020-11-04,14258.9,13539.13,14023.78,30406.02,423118194.37,14157.73,direct,
1086,2020-11-05,15739.47,14114.37,14157.73,42121.25,625288741.44,15599.92,direct,
1087,2020-11-06,15948.88,15219.57,15599.92,34543.56,538014394.46,15590.62,direct,
1088,2020-11-07,15765.02,14427.34,15590.62,25695.27,388303730.2,14838.16,direct,
1089,2020-11-08,15653.89,14739.11,14838.16,18706.65,285202500.11,15488.25,direct,
1090,2020-11-09,15812.23,14833.13,15488.25,32088.79,492570531.42,15335.03,direct,
1091,2020-11-10,15476.99,15099.11,15335.03,23031.66,352628988.82,15313.73,direct,
1092,2020-11-11,15983.03,15288.76,15313.73,45852.83,717920492.19,15707.08,direct,
1093,2020-11-12,16348.99,15476.25,15707.08,67322.57,1074746061.94,16306.53,direct,
1094,2020-11-13,16482.62,15975.8,16306.53,42676.28,694320640.17,16332.85,direct,
1095,2020-11-14,16334.29,15720.61,16332.85,28331.05,452657737.75,16075.95,direct,
1096,2020-11-15,16156.82,15796.03,16075.95,17966.53,286912254.78,15964.7,direct,
1097,2020-11-16,16876.48,15877.77,15964.7,41641.22,685608661.41,16721.46,direct,
1098,2020-11-17,17857.37,16563.5,16721.46,62123.13,1072294334.69,17681.54,direct,
1099,2020-11-18,18466.1,17260.91,17681.54,80691.42,1441862086.0,17786.27,direct,
1100,2020-11-19,18172.87,17365.08,17786.27,48224.86,859856045.56,17824.64,direct,
1101,2020-11-20,18814.87,17764.07,17824.64,51122.68,939934212.29,18672.78,direct,
1102,2020-11-21,18966.12,18359.06,18672.78,37702.81,705040526.65,18704.06,direct,
1103,2020-11-22,18757.55,17635.18,18704.06,43464.62,796767991.89,18430.59,direct,
1104,2020-11-23,18761.66,18010.51,18430.59,48994.17,902518528.75,18385.74,direct,
1105,2020-11-24,19419.49,18117.78,18385.74,74142.3,1403472685.29,19157.16,direct,
1106,2020-11-25,19488.81,18519.89,19157.16,59989.48,1141495120.46,18725.76,direct,
1107,2020-11-26,18907.31,16270.37,18725.76,129609.34,2220672632.83,17175.86,direct,
1108,2020-11-27,17479.12,16462.87,17175.86,61052.47,1034426524.1,17155.0,direct,
1109,2020-11-28,17893.95,16895.0,17155.0,34697.03,605284901.68,17739.9,direct,
1110,2020-11-29,18347.24,17543.55,17739.9,27161.16,489679989.73,18199.23,direct,
1111,2020-11-30,19850.23,18199.03,18199.23,77985.3,1493787961.07,19686.87,direct,
1112,2020-12-01,19911.79,18194.17,19686.87,91108.23,1743191338.61,18792.03,direct,
1113,2020-12-02,19337.16,18350.0,18792.03,47787.81,903817773.96,19226.19,direct,
1114,2020-12-03,19608.49,18888.12,19226.19,38699.87,747088833.15,19448.44,direct,
1115,2020-12-04,19541.62,18603.79,19448.44,42234.35,804366524.28,18665.0,direct,
1116,2020-12-05,19178.4,18514.92,18665.0,20517.48,388466883.76,19156.84,direct,
1117,2020-12-06,19417.33,18885.88,19156.84,21172.5,405708588.31,19378.94,direct,
1118,2020-12-07,19411.51,18909.97,19378.94,24908.46,477334574.93,19181.41,direct,
1119,2020-12-08,19295.38,18227.31,19181.41,46151.65,866543428.89,18323.52,direct,
1120,2020-12-09,18639.24,17669.15,18323.52,57997.45,1057335071.17,18549.92,direct,
1121,2020-12-10,18554.32,17920.56,18549.92,37500.96,684802762.09,18250.47,direct,
1122,2020-12-11,18295.1,17598.13,18250.47,45166.17,809318887.79,18034.86,direct,
1123,2020-12-12,18948.78,18033.05,18034.86,26150.36,484239535.46,18814.98,direct,
1124,2020-12-13,19414.65,18733.67,18814.98,30902.88,592021817.57,19169.05,direct,
1125,2020-12-14,19339.6,19001.22,19169.05,23827.71,456841099.92,19274.69,direct,
1126,2020-12-15,19553.23,19060.06,19274.69,42331.4,819839290.04,19441.96,direct,
1127,2020-12-16,21527.36,19299.86,19441.96,95374.74,1949841494.52,21352.13,direct,
1128,2020-12-17,23698.98,21240.41,21352.13,140483.08,3194654467.93,22822.17,direct,
1129,2020-12-18,23271.54,22345.87,22822.17,59658.48,1362467582.47,23135.57,direct,
1130,2020-12-19,24114.51,22755.03,23135.57,53911.52,1268054141.3,23844.72,direct,
1131,2020-12-20,24252.16,23095.72,23844.72,42981.99,1014224949.67,23467.06,direct,
1132,2020-12-21,24077.7,22015.91,23467.06,75934.38,1750627321.07,22727.13,direct,
1133,2020-12-22,23833.23,22378.26,22727.13,49685.46,1149767378.59,23823.32,direct,
1134,2020-12-23,24082.98,22641.37,23823.32,66161.63,1552020951.78,23239.5,direct,
1135,2020-12-24,23778.56,22716.45,23239.5,39804.23,923848542.66,23724.2,direct,
1136,2020-12-25,24776.64,23417.43,23724.2,49655.15,1199894883.01,24707.98,direct,
1137,2020-12-26,26780.61,24494.27,24707.98,62923.13,1611547513.19,26445.7,direct,
1138,2020-12-27,28340.08,25805.96,26445.7,91052.09,2463390777.21,26249.27,direct,
1139,2020-12-28,27461.63,26085.96,26249.27,52027.49,1402005893.58,27039.45,direct,
1140,2020-12-29,27383.6,25864.25,27039.45,55477.49,1479551411.61,27360.78,direct,
1141,2020-12-30,28990.2,27360.09,27360.78,70752.88,1993721842.2,28889.61,direct,
1142,2020-12-31,29301.67,27957.13,28889.61,66915.03,1924969475.46,28972.4,direct,
1143,2021-01-01,29666.33,28748.21,28972.4,50841.73,1487306218.52,29388.94,direct,
1144,2021-01-02,33257.29,29036.26,29388.94,119214.75,3750440817.91,32203.64,direct,
1145,2021-01-03,34789.34,32010.59,32203.64,93510.99,3132759314.54,33063.48,direct,
1146,2021-01-04,33622.7,28493.29,33063.48,124909.68,3901979149.92,32030.55,direct,
1147,2021-01-05,34487.44,29985.29,32030.55,93735.47,3037657026.2,34038.29,direct,
1148,2021-01-06,36973.76,33404.2,34038.29,108190.73,3788317475.74,36849.86,direct,
1149,2021-01-07,40365.87,36340.01,36849.86,124086.76,4753170180.55,39479.41,direct,
1150,2021-01-08,41964.96,36640.51,39479.41,118077.27,4705592327.36,40636.24,direct,
1151,2021-01-09,41400.48,38783.61,40636.24,55591.28,2241901362.12,40236.66,direct,
1152,2021-01-10,41427.88,35283.65,40236.66,103220.32,3983391028.78,38202.08,direct,
1153,2021-01-11,38266.42,30308.4,38202.08,240328.0,8100819368.26,35496.03,direct,
1154,2021-01-12,36620.28,32522.98,35496.03,115232.53,3999535589.05,34058.4,direct,
1155,2021-01-13,37809.67,32405.89,34058.4,91979.17,3198683391.78,37380.85,direct,
1156,2021-01-14,40093.43,36751.89,37380.85,74972.21,2895085049.06,39155.58,direct,
1157,2021-01-15,39695.43,34396.19,39155.58,89468.27,3288447634.87,36790.17,direct,
1158,2021-01-16,37942.44,35395.88,36790.17,54226.28,1995053500.31,36025.26,direct,
1159,2021-01-17,36860.67,33854.83,36025.26,50913.3,1806688237.48,35839.51,direct,
1160,2021-01-18,37429.24,34784.4,35839.51,43063.97,1554686784.02,36623.04,direct,
1161,2021-01-19,37867.53,35917.28,36623.04,48457.45,1787957383.29,35932.79,direct,
1162,2021-01-20,36409.96,33519.59,35932.79,66302.02,2316775667.92,35501.38,direct,
1163,2021-01-21,35619.6,30067.14,35501.38,125586.98,4042427455.09,30840.3,direct,
1164,2021-01-22,33857.39,28817.3,30840.3,109210.12,3418228006.19,33008.02,direct,
1165,2021-01-23,33484.73,31430.15,33008.02,39813.32,1287618530.17,32107.29,direct,
1166,2021-01-24,33090.99,30957.56,32107.29,33650.76,1079875602.62,32283.66,direct,
1167,2021-01-25,34881.18,31937.09,32283.66,59529.49,1989618039.07,32275.27,direct,
1168,2021-01-26,32943.69,30853.17,32275.27,59770.06,1909630282.43,32516.52,direct,
1169,2021-01-27,32580.05,29236.73,32516.52,102257.23,3149650799.32,30423.05,direct,
1170,2021-01-28,33880.92,29905.53,30423.05,76993.1,2463162479.45,33443.87,direct,
1171,2021-01-29,38631.5,31996.08,33443.87,169454.57,6015929349.68,34252.08,direct,
1172,2021-01-30,34906.15,32858.0,34252.08,46326.31,1574213551.44,34317.82,direct,
1173,2021-01-31,34381.7,32214.08,34317.82,35337.11,1176981986.93,33143.22,direct,
1174,2021-02-01,34714.34,32340.24,33143.22,48144.6,1623291067.04,33535.94,direct,
1175,2021-02-02,36004.47,33459.48,33535.94,51377.38,1789698965.07,35524.43,direct,
1176,2021-02-03,37704.8,35413.72,35524.43,63974.93,2340630205.42,37677.34,direct,
1177,2021-02-04,38741.89,36199.19,37677.34,73775.45,2767003411.51,36983.42,direct,
1178,2021-02-05,38343.92,36626.5,36983.42,45243.69,1705038314.0,38310.24,direct,
1179,2021-02-06,40989.11,38247.96,38310.24,66494.6,2642530408.41,39267.01,direct,
1180,2021-02-07,39721.59,37408.16,39267.01,53823.4,2076904733.5,38868.82,direct,
1181,2021-02-08,46606.82,38063.87,38868.82,138485.21,5944522159.67,46437.41,direct,
1182,2021-02-09,48209.59,45051.46,46437.41,98670.48,4610214635.38,46509.57,direct,
1183,2021-02-10,47349.86,43743.99,46509.57,72992.8,3326890835.4,44854.95,direct,
1184,2021-02-11,48664.81,44032.66,44854.95,72251.82,3377367971.59,48006.18,direct,
1185,2021-02-12,48930.99,46243.85,48006.18,59549.61,2831634659.58,47435.54,direct,
1186,2021-02-13,48171.46,46291.19,47435.54,33281.25,1571324550.44,47222.32,direct,
1187,2021-02-14,49642.39,47096.92,47222.32,37853.59,1841963034.08,48652.87,direct,
1188,2021-02-15,49031.74,45910.0,48652.87,52683.57,2502097939.18,47936.51,direct,
1189,2021-02-16,50561.53,47068.63,47936.51,66072.59,3237085085.6,49184.63,direct,
1190,2021-02-17,52622.68,48967.72,49184.63,67133.49,3423930178.2,52154.91,direct,
1191,2021-02-18,52550.6,50874.81,52154.91,42530.26,2205232619.94,51591.61,direct,
1192,2021-02-19,56331.09,50766.83,51591.61,72433.44,3893034056.64,55933.47,direct,
1193,2021-02-20,57528.16,54140.61,55933.47,52924.57,2974872569.57,55900.84,direct,
1194,2021-02-21,58348.75,55516.07,55900.84,33823.01,1934005633.01,57469.95,direct,
1195,2021-02-22,57540.74,48194.31,57469.95,130806.33,6995162441.1,54121.17,direct,
1196,2021-02-23,54164.35,44983.39,54121.17,165758.08,8016450648.12,48898.7,direct,
1197,2021-02-24,51399.55,47015.55,48898.7,74972.28,3729774704.65,49738.17,direct,
1198,2021-02-25,52086.34,46728.88,49738.17,73102.42,3643008748.86,47082.87,direct,
1199,2021-02-26,48438.38,44153.46,47082.87,90519.05,4204800171.81,46324.5,direct,
1200,2021-02-27,48362.8,45063.84,46324.5,39013.78,1831237567.32,46191.39,direct,
1201,2021-02-28,46645.9,43061.92,46191.39,62249.5,2776726256.13,45261.03,direct,
1202,2021-03-01,49812.2,45058.98,45261.03,65660.6,3146266419.71,49635.07,direct,
1203,2021-03-02,50221.14,47097.84,49635.07,43281.84,2105387914.68,48501.21,direct,
1204,2021-03-03,52625.39,48176.64,48501.21,51572.27,2615513552.66,50392.55,direct,
1205,2021-03-04,51792.65,47516.91,50392.55,61387.71,3024053725.58,48363.74,direct,
1206,2021-03-05,49467.19,46311.43,48363.74,60955.82,2907395734.68,48775.37,direct,
1207,2021-03-06,49185.32,47099.07,48775.37,25116.42,1214194643.85,48892.8,direct,
1208,2021-03-07,51455.54,48892.8,48892.8,32958.26,1658558074.88,50964.18,direct,
1209,2021-03-08,52408.08,49341.09,50964.18,48084.28,2445827949.75,52405.02,direct,
1210,2021-03-09,54933.93,51888.98,52405.02,53740.22,2898199576.25,54928.7,direct,
1211,2021-03-10,57396.59,53054.34,54928.7,70138.56,3898251700.72,55893.31,direct,
1212,2021-03-11,58142.77,54314.65,55893.31,59202.98,3340389094.49,57809.41,direct,
1213,2021-03-12,58069.58,55089.68,57809.41,54282.31,3079097934.08,57256.22,direct,
1214,2021-03-13,61749.15,56103.32,57256.22,57862.75,3439594034.95,61179.79,direct,
1215,2021-03-14,61674.66,58980.95,61179.79,34886.85,2105197604.06,58998.89,direct,
1216,2021-03-15,60589.17,54857.68,58998.89,75161.15,4297382088.92,55665.01,direct,
1217,2021-03-16,56936.04,53269.13,55665.01,62540.93,3441195999.4,56925.01,direct,
1218,2021-03-17,58975.28,54156.11,56925.01,62035.71,3493543493.16,58909.0,direct,
1219,2021-03-18,60077.79,57022.2,58909.0,54289.71,3178687259.25,57643.32,direct,
1220,2021-03-19,59453.32,56283.37,57643.32,41182.41,2397999967.37,58060.21,direct,
1221,2021-03-20,59911.7,57837.79,58060.21,28696.46,1687922804.56,58101.34,direct,
1222,2021-03-21,58621.34,55635.61,58101.34,34236.52,1958214099.07,57374.95,direct,
1223,2021-03-22,58431.44,53795.78,57374.95,51098.9,2865346861.49,54095.36,direct,
1224,2021-03-23,55836.27,52984.36,54095.36,44780.24,2444787014.61,54355.45,direct,
1225,2021-03-24,57202.53,51685.15,54355.45,62596.16,3420695083.54,52303.02,direct,
1226,2021-03-25,53199.52,50406.31,52303.02,69776.36,3617760373.16,51336.09,direct,
1227,2021-03-26,55083.9,51275.54,51336.09,46165.63,2461374478.26,55055.43,direct,
1228,2021-03-27,56606.78,53991.0,55055.43,27392.29,1514783182.02,55863.73,direct,
1229,2021-03-28,56561.55,54717.97,55863.73,24145.77,1345583216.95,55781.01,direct,
1230,2021-03-29,58413.9,54910.57,55781.01,51547.9,2950020309.68,57626.1,direct,
1231,2021-03-30,59402.27,57055.21,57626.1,35315.45,2064647135.86,58781.54,direct,
1232,2021-03-31,59818.5,56918.81,58781.54,46494.48,2727194335.71,58793.8,direct,
1233,2021-04-01,59469.45,57949.11,58793.8,28027.66,1648724834.05,58730.82,direct,
1234,2021-04-02,60061.51,58458.46,58730.82,29748.03,1765524921.41,58987.8,direct,
1235,2021-04-03,59770.87,56958.04,58987.8,25104.9,1470430519.81,57074.97,direct,
1236,2021-04-04,58493.73,56493.38,57074.97,19002.99,1093079652.2,58219.43,direct,
1237,2021-04-05,59235.68,56833.44,58219.43,24696.26,1439529332.47,59119.56,direct,
1238,2021-04-06,59464.31,57369.44,59119.56,26304.15,1535666142.46,58010.35,direct,
1239,2021-04-07,58628.19,55467.58,58010.35,50347.59,2855410824.81,55951.98,direct,
1240,2021-04-08,58150.23,55711.07,55951.98,25461.84,1458096433.7,58084.46,direct,
1241,2021-04-09,58881.94,57694.22,58084.46,21314.29,1241735091.75,58106.85,direct,
1242,2021-04-10,61193.5,57885.43,58106.85,38726.18,2322058695.22,59784.8,direct,
1243,2021-04-11,60673.37,59218.25,59784.8,20365.62,1218894531.01,59980.45,direct,
1244,2021-04-12,61233.29,59421.37,59980.45,31804.9,1913098388.79,59845.76,direct,
1245,2021-04-13,63682.32,59811.31,59845.76,52964.84,3299086696.94,63558.48,direct,
1246,2021-04-14,64859.81,61312.98,63558.48,64272.96,4066819695.96,62964.27,direct,
1247,2021-04-15,63826.89,62038.33,62964.27,34089.46,2146219571.03,63233.03,direct,
1248,2021-04-16,63567.11,60048.13,63233.03,57540.3,3544777400.64,61416.41,direct,
1249,2021-04-17,62541.21,59712.92,61416.41,34261.66,2093039585.66,60056.07,direct,
